Year,Song Title,Artist,Lyrics,Number of featured artists,Featured artists
2012,Auto-dance,Disiz,"
Hé mais pourquoi quand t'es petit que c'est l'heure de goûter et qu'on te donne un gâteau, t'es tellement content que tu danses tout seul ? Et pendant que tu manges tu fredonnes une chanson qui n'existe pas !
(J'ai un gâteau) Quel est le projet ? (J'ai un gâteau et pas toi !)

J'ai déjà pensé à m'auto-dead, c'était pas une good idea
Bah non, vous saviez pas ? Comment ça ? Qui vous l'a dit ?
Grâce à Dieu, j'me suis auto-raisonné
Mon cœur a cherché et Tolstoï a résonné
Pourtant, j'étais désœuvré, les problèmes je les résolvais
Mais à dire vrai, les lovés qu'on me voulait, j'pouvais pas les trouver
J'allais pas voler les lovés d'un autre comme un vieux you-voi
Celui que je vouvoie, voit tout, donc il allait tout voir
J'me suis auto-stoppé, j'ai fait de l'auto-psy
J'me suis auto-soigné
 
et ""Lord Have Mercy""
On se disait ""Encore des pâtes ce mois-ci !""
Mais crois-moi c'est mieux qu'un plat moisi, cramoisi
Quand je regarde tout ça, maintenant je lâche des auto-YES !!!
Parfois je danse tout seul, je fais de l'auto-dance
Admettons que je sois fou, à moi tout seul, j'suis une foule en liesse
En gros, le concept : je pratique l'auto-dance

Et je danse tout seul (x4)
Je fais de l'auto-dance (x4)
Je suis tout seul chez moi, je lâche des petits pas
Et je danse tout seul (x2)
Je fais de l'auto-dance (x4)

Je pratique l'auto-dance comme un joueur de foot
C'est mieux que les actes manqués, quand tu t'auto-loupes
Ou quand tu te fakhastalou
, quand tu t'auto-croûtes
Trop s'auto-ghetto, comme les ghetto youth
Fut une période, j'me faisais auto-pitié
J'ai mis ma vie sur la table et l'avenir m'a fait du pied
Autodidacte, j'ai fait mon auto-école
Ce que tu auto-sèmes, tu l'auto-récoltes
Et si tu t'auto-bloques, en fait, tu t'auto-ségrègues
Si tu te dis que c'est pas pour toi, tu t'auto-apartheid
Il faut parier sur soi, faire un auto-loto
Savoir s'écouter, se faire une auto-radio
Avec leur smart phones, ils se font des auto-photos
Je suis gardien de mon image, je suis un photomaton
Admettons que je sois fou, à moi tout seul, je suis une foule en liesse
En gros, le concept, je pratique l'auto-dance

Et je danse tout seul (x4)
Je fais de l'auto-dance (x4)
Et je danse tout seul (x4)
Je suis là, tout seul chez moi
Et je danse tout seul (x3)
Je fais de l'auto-dance (x4)
Et je danse tout seul (x4)
",0,
2017,Auto-Dance (2017),Disiz,"
Hé mais pourquoi quand t'es petit, que c'est l'heure de goûter et qu'on t'donne un gâteau, t'es tellement content que tu danses tout seul ? Et, pendant qu'tu l'manges, tu fredonnes une chanson qui n'existe pas ! Quel est le projet ?

J'ai déjà pensé à m'auto-dead, c'était pas une good idea
Bah non, vous saviez pas ? Mais comment ça ? Qui vous l'a dit ?
Mais grâce à Dieu, j'me suis auto-raisonné
Mon cœur a cherché et Tolstoï a résonné
Pourtant, j'étais désœuvré, les problèmes j'les résolvais
Mais, à dire vrai, les lovés qu'on m'voulait, j'pouvais pas les trouver
J'allais pas voler les lovés d'un autre comme un vieux you-voi
Celui que j'vouvoie voit tout, donc Il allait tout voir
J'me suis auto-stoppé, j'ai fait de l'auto-psy
J'me suis auto-soigné
 et ""Lord Have Mercy""
On se disait : ""Encore des pâtes ce mois-ci""
Mais crois-moi c'est mieux qu'un plat moisi, cramoisi
Quand je regarde tout ça, maintenant, je dis des auto-yes
Parfois, je danse tout seul, je fais de l'auto-dance
Admettons qu'j'sois fou, à moi tout seul, j'suis une foule en liesse
En gros, le concept : je pratique l'auto-dance

Et je danse tout seul
Et je danse tout seul
Et je danse tout seul
Et je danse tout seul
Je fais de l'auto-dance
Je fais de l'auto-dance
Je fais de l'auto-dance
Je fais de l'auto-dance
J'suis là, tout seul chez moi
Je lâche des petits pas
Et je danse tout seul
Et je danse tout seul
Je fais de l'auto-dance
Je fais de l'auto-dance
Je fais de l'auto-dance
Je fais de l'auto-dance

Je pratique l'auto-dance comme un joueur de foot
C'est mieux qu'des actes manqués, quand tu t'auto-loupes
Ou quand tu t'fakhastalou, quand tu t'auto-croûtes
Trop s'auto-ghetto, comme les ghetto youths
Fut une période, j'me faisais auto-pitié
J'ai mis ma vie sur la table et l'avenir m'a fait du pied
Autodidacte, j'ai fait mon auto-école
Ce que tu auto-sèmes, tu l'auto-récoltes
Et, si tu t'auto-bloques, en fait, tu t'auto-ségrègues
Si tu t'dis qu'c'est pas pour toi, tu t'auto-apartheid
Il faut parier sur soi, faire un auto-loto
Savoir s'écouter, s'faire une auto-radio
Avec leur smartphones, ils s'font des auto-photos
J'suis gardien d'mon image, je suis un photomaton
Admettons qu'j'sois fou, à moi tout seul, j'suis une foule en liesse
En gros, le concept : je pratique l'auto-dance
",0,
2017,Autre espèce,Disiz,"
Parfois j'me sens étranger à ma propre terre
Extra-terrestre
Moi, j'ai rien à voir
Avec cette histoire
Avec ces types-là
J'suis d'une autre espèce

Je viens ni du futur, ni du passé
J'viens tout simplement d'ailleurs
Me demande pas c'qui s'est passé
J'suis allé au bout de mes peurs
Colonel Kurtz, Marlon Brando
J'reviens du cœur des ténèbres
Seul avec moi, comme John Rambo
J'ai cousu mes propres plai-ai-aies
J'reviens en paix, j'ai gagné cette guerre
Des traces de fouet sur le dos
Esclave hier, aujourd'hui fier
Prêt pour l'Apocalypse Now
J'ai fait des voyages interstellaires
Des odyssées dans le cœur de mes frères
Et ce que j'ai vu m'a fait pleurer
Toujours obnubilés par des tas de billets

Je n'ai rien à voir avec eux
Rien à voir avec vous
Rien à faire avec eux
Rien à faire avec vous
Je n'ai rien à voir avec eux, non
Rien à voir avec vous
Appelle-moi comme tu veux
Ça me va d'être fou

Moi, j'ai rien à voir
Avec cette histoire
J'étais même pas là
J'étais dans l'espace
Moi, j'ai rien à voir
Avec cette histoire
Avec ces types-là
J'suis d'une autre espèce

Comme si j'avais fumé, que j'avais bu
Mes pupilles sont des trous noirs
Vu c'que j'ai fait, vu c'que j'ai vu
Ma mémoire a des trous noi-i-irs
Comme un souvenir d'un long périple
Antoine de Saint-Exupéry
Certains vivent pire, le temps est pénible
Enfance malheureuse terrible
Moins que ma mère, guerrière céleste
Sur l'étoile cachée par Pluton
J'me suis vu moi-même dans un rêve funeste
J'me disais : ""Dessine-moi un mouton.""
J'reviens d'un voyage interstellaire
D'une odyssée dans le cœur de nos mères
Et ce qu'elles m'ont dit m'a fait pleurer
On ne fait que s'entre-tuer
",0,
,Autre espèce en espagnol,Disiz,"
A veces me siento como un extraño en mi propia tierra
Extraterrestre
Yo, no tengo nada que ver
Con esta historia
Con estos chicos
Soy de otra especie

No soy ni del futuro ni del pasado
Acabo de venir de otro lugar
No me preguntes lo que paso
Fui al final de mis miedos
Coronel Kurtz, Marlon Brando
Vuelvo del corazón de las tinieblas
A solas conmigo, como John Rambo
Cosí mis propias heridas
Vuelvo en paz, gané esta guerra
Marcas de latigazos en la espalda
Esclavo ayer, orgulloso hoy
Listo para el Apocalipsis Now
Hice viajes interestelares
Odiseas en el corazón de mis hermanos
Y lo que vi me hizo llorar
Siempre obsesionado con montones de billetes

No tengo nada que ver con ellos
Nada que ver contigo
Nada que ver con ellos
Nada que ver contigo
No tengo nada que ver con ellos, no
Nada que ver contigo
Llamame como quieras
Estoy bien con estar loco

Yo, no tengo nada que ver
Con esa historia
Ni siquiera estaba allí
Yo estaba en el espacio
Yo, no tengo nada que ver
Con esta historia
Con estos chicos
Soy de otra especie

Como si hubiera fumado, que hubiera bebido
Mis pupilas son agujeros negros
Visto lo que hice, visto lo que vi
Mi memoria tiene agujeros negros
Como un recuerdo de un largo viaje
Antoine de Saint-Exupéry
Algunos viven peor, el tiempo es doloroso
Terrible infancia infeliz
Menos que mi madre, guerrera celestial
En la estrella oculta por Plutón
Me vi en un sueño fatal
Me dije a mí mismo: ""dibújame una oveja""
Vuelvo de un viaje interestelar
Una odisea en el corazón de nuestras madres
Y lo que me dijeron me hizo llorar
Solo nos matamos unos a otros
",0,
2004,Ayoh Neneh,Disiz,"
*berceuse*

J'prends l'mic pour Haladji-Malik
J'parle pas d'ma vie privée mais tu m'inspires donc j'prends l'Bic
J'ai qu'une chose que j'espère et qu'un ordre à t'donner
C'est d'respecter ta mère, pendant 9 mois elle t'a porté
J'l'ai vu souffrir jusqu'à la mort pour te donner la vie
À moi tu peux m'répondre mais pas à elle, wAllahy
Cette chose que j'espère c'est, que tu crois en lui
Celui qu'a soufflé dans ton âme et qui t'a insufflé la vie
Mon souhait c'est qu'tu pries, mais jamais j'te forcerai
J'vais tout faire pour qu'tu comprennes, qu'ici il faut la paix
Plus tard j'veux qu't'aies un gros cœur, plutôt qu'un gros gun
Mais pas un gros œil, j'veux qu'tu te taises et que tu penses seul
Et si les p'tits t'parlent d'armes, d'faire briller l'métal
Moi j'te parl'rai d'fleurs et d'arroser l'pétale
Les p'tits d'maint'nant, dans la semoule pédalent
Ne parlent que d'argent simple comme alpha bêta
Mes seuls héritages seront mon cœur et ma foi
Haladji-Malik, mon fils, plus tard tu comprendras
Aujourd'hui souvent tu pleures et j'sais pas pourquoi
J'comprends pourquoi ma mère avait peur depuis qu'tu es là

*berceuse*
",0,
2014,Banlieusard Syndrome,Disiz,"
Skread
Du ""Poisson Rouge"" à ""Ghetto Sitcom"", j'rappe la tess comme personne
À la cantine, quand j'étais petit, c'était à base de ""Po-po-po-porc""
Si t'en manges pas, tant pis pour toi, va faire du spo-po-po-port

Ils comprendront rien à c'texte, ces fils de lâches
Si tu viens pas d'un tieks, tu captes pas c'qu'il s'y passe
Les frères font du cash avec ces choses qu'ils cachent
Ces choses qu'ils stockent, qu'ils gardent et qu'ils amassent
Lits superposés, petit frère en pyjama
Dort sur un paquet d'sable, le pauvre fait des cauchemars
La mère se doute de rien, c'est dehors qu'elle fait l'ménage
Dedans, c'est la petite sœur, son cousin lui fait des menaces
Lui, c'est l'petit d'un grand qui, lui, est l'petit d'un grand
C'est comme au bureau, la rue a son organigramme
Des villes, des départements, des quartiers, des clans
Le chef d'orchestre, c'est la pauvreté qui organise les drames
Des petits dealers précaires se font presque la guerre
Des petits chiffres d'affaires convertis en Nike Air
Les autres rappeurs font des films, j'rappe des documentaires
En gros, c'est des menteurs #MCMetteurEnScène
La rue n'a rien d'glamour, ça pue la merde
Les ados ne cherchent pas l'amour, ils cherchent l'hôtel
Passe de la Mosquée au film porno, de l'Eglise à la coke
Les études, c'est pour les boloss, les bêtises ont la côte
Ça tise de l'alcool, ça tient l'hall, tellement
Qu'ils en oublient le goût de l'eau, vraiment
Rien d'fancy : la rue, c'est triste
La rue, c'est crapuleux, c'est dangereux, c'est strict
Et j'noircis pas l'tableau, même s'ils ont blanchi l'traître
Un délinquant le devient à chaque fois qu'un keuf le traite
Aller au collège la peur au bide
Peur de croiser des mecs armés de tournevis
Pour des embrouilles de merde, des raisons qu'on oublie
Dans certains cartables, y'a tout un tas d'outils
Et à chaque coin d'rue, y'a un test
Alors tu portes le masque du mec de tess
Et tu seras jamais à l'aise en dehors d'chez toi
Y'a peu d'questions où tu réponds pas : ""J'sais pas""
T'es bipolaire, t'es schizophrène, peut-être, t'es parano
T'as l'banlieusard syndrome

Et si tu connais qu'la merde, tu seras fier d'la merde
Tu en feras ta valeur, la porteras en street wear
Ils sont comme des ordis : privés de carte mère
Les frères ont du cœur, mais n'ont pas le Software
",0,
2015,Basic Instinct,Disiz,"
J’pète les plombs
Dixième album, j’suis toujours aussi bon
T’as vu ma pochette ? J’ai qu’un gang, c’est ma famille

Authentique MC, je reviens les pleines boules
Des flingues en plastique, les rappeurs font du paintball
Font d'la peine grave, en tout cas sont  très drôles
Comme on dit au Sénégal : ""
Fermez-la un peu, doul
""
D.I.S.I.Z, dixième album, ouais
Le rap français est cool, j'serai pas sa bouée
T’as tout copié, non, t’as pas tout tué
J’peux être le King of Cool comme le King of Brrreh
Bordel où c'est qu'j’ai mis mon flingue
T’attends 
Les Inrocks
 pour savoir ce qui est bien
Putain, ça pue la merde, on me dit : ""Ça sonne bien""
Ça sent comme si quelqu’un a chié derrière un sapin
Le rap français me fait péter les plombs
Sur l’échiquier, on n'est tous que des pions
Aux postes clés, il n’y a que des Blancs
Les fils de tchoins diront que c’est pas important, ah !

J’pète les plombs
J’pète les plombs
J’pète les plombs (2015)
J’pète les plombs

J’aurais pu perdre ma femme, mon gosse et mon job
L’industrie, cette tchoin, a bien sucé notre hip-hop
Crois pas qu'j'me plains, je suis bien, j’enjoy
Je connais la fast life #ThomasNjigol
J'regarde les MCs, je suis là, j’rigole
Le rap, c’est La Mecque, il y a plein d’idoles
Si j’pétais les plombs aujourd’hui
Ce serait pas pour une go ou un McMorning
J’ai tout perdu : ma femme, mon gosse et mon solde
J’irais chez Areva armé comme dans ma console
J'shooterais le boss et je shooterais le shérif
J'shooterais le Diable qui se terre en Syrie
Je shooterais au Nigéria, ouais, j’irai là-bas
Je shooterais au Sahara, la CIA en djellaba, oh !

J’pète les plombs
J’pète les plombs
J’pète les plombs (Tu pètes les plombs)
J’pète les plombs (On pète les plombs)
",0,
2022,BEAUGARÇONNE (Ft. Prinzly),Disiz,"

Passé certaines heures, c'est le trou noir
Mais dans mes souvenirs, j'ai le pouvoir
Elle veut qu'j'dorme chez elle, elle veut tous les soirs
Mais j'vais pas rentrer dans cette histoire

Elle m'fait du bien, hun, hun, hun, hun, hun, hun, hun, hun, hun, hun, hun, hun
On s'fait du bien, hun, hun, hun, hun, hun, hun, hun, hun, hun, hun, hun, hun

Toujours élégant
J'm'introduis chez elle la nuit
Elle veut fumer, han
Donc j'vais lui rouler un pli

J'peux pas stop, non
Son body sur mon body, han
J'peux pas stop, non
Son body sur mon body, han

Elle m'dit qu'j'suis beau garçon, donc je beaugarçonne
De fille en fille, je file à l'anglo-saxonne
J'me fais BG, BG, hm, j'me fais piéger, piéger, hm
J'pars en fusée, fusée
Elle aime mon côté émotif, érotique
Quand j'passe le soir à l'improviste, que j'rapplique
On refait le monde sur son balcon
Elle voudrait que j'reste mais j'ai pas l'temps

Toujours élégant (Toujours élégant)
J'm'introduis chez elle la nuit
Elle veut fumer, han 
(Elle veut fumer, han)
Donc j'vais lui rouler son pli
",1,['Prinzly']
2012,Best Day (Ft. Autumn Rowe),Disiz,"
Mental d’acier, j’ai cédé à rien
Ni aux profs, ni aux proches qui me disaient : ""T’es bon à rien !""
Ni aux radios, ni aux boss qui me sortaient leur baratin
""Pense à tes poches, à tes mioches, fais-nous rire dans ton refrain""
Têtu borné comme un gosse, burné comme un boss
Je ne lâche jamais l’affaire, ni le love et j’ai de la force
C’est pour ma mère et sa carte de retrait à La Poste
Mon retrait de permis devant mes gosses la nuit au poste
Les vicieux, les huissiers, les crédits chez l’épicier
Les Assedic, les guichets, les chéquiers pas encaissés
Avec les problèmes on danse le twist, c’est triste comme Oliver
Fier comme un pauvre, ça roule en charrette avec enjoliveurs
L'hiver est joli, on enjolive, on ment aux petits
On attend qu’ils dorment, pour parler de nos soucis
Pas d'oseille pour les cadeaux, le Père-Noël est fauché
On dit qu’on se rattrapera à l'Aïd, Inch'Allah la date est cochée
Et puis un jour ça se décante, t'as pas dévié de ta route
Tu te dis : ""Ouf !"", et comme dit Biggie : « It’s all good ! »

These are the best days of our lives
There can never be a better night
So stop right here and
 (et je win, je win, je-je-je win)
These are the best days of our lives
And we press pause on our time
So come real closer
 (et je win, je win, je-je-je win)
",1,['Autumn Rowe']
2000,Bête de bombe,Disiz,"Hey, hey t'interpelle comme FDY je
Ce timbre de voix tu l'connais
Mais oui enfin que dis-je
Peut être au moins qu'khadija
Bref j'suis le mec qu'a déjà
Pigé le jeu du peu-ra, j'ai déjà à mon actif
3ème Œil tu connais, et mon rap est une gifle
C'est moi Disiz se pose sur la bande
Même ta femme qu'a pas de bite bande
J'sais c'que tu dis, c'est qui encore un nouveau v'nu
Moi tu m'as vu, j'suis un peu comme un o.v.n.i
Et ni vu ni connu, c'est vrai que j'ai tout à prouver
Partout sauf pour Evry j'ai déjà ma notoriété
C'est à toi qu'j'm'adresse, auditeur-chroniqueur de
Skeuds
Prends la peine d'écouter, vaux mieux me prendre au
Sérieux
J'suis sûr qu't'es là chez oit, y a tes potes p'être ta rate
À la radio, dans ta caisse, qui sait je suis encore dans
Un back mais
Ça s'trouve tu roules ton bedo sur ma pochette
Ou alors t'as pas d'maille, tu l'as copié sur cassette
Ça s'trouve t'es MC en scred, premier reflex tu
M'critiques
Sûrement quelque chose qui va pas, j'suis ni trop ci ni
Trop ça
Mais hip-hop pas hip-hop, peu importe j'fais mon truc
J'frais jamais d'disque sans faire d'zique, ni d'zique sans
Faire d'disque
Trou d'uc
Tu veux du frais, j'suis sûr qu't'as faim
C'est vrai qu'j'suis parano comme le refré
 v'là refrain
",0,
2000,Bête de bombe 2,Disiz,"
Hé hé, j't'interpelle comme Éloquence
Tu sais même pas c'que c'est, moi j'sais même pas si t'y penses
C'est d'la bête de bombe 2, c'est p't-être pas une bonne idée
C'est l'retour, d'habitude c'est plus cheap que l'premier

Range tes bottes, prends tes Stan, mets-toi stun, j'remplis l'stade
Disiz, c'est pas du rap de PD

J'sais c'que tu t'dis : ""
c'est l'nouveau Disiz la Peste
""
Seulement après Taxi, tu dois penser que j'me la pète
Mais j'te rassure mec, j'ai toujours tout à prouver (
c'est vrai
)
Ça m'suffit pas ""J'pète les plombs"" pour m'dire j'suis MC confirmé (hey)
Auditeurs, chroniqueurs de skeuds
Merci pour votre écoute, c'est grâce à vous le buzz
C'est JMDee pour l'beat
C'est d'la bête de bombe 2 et y'aura pas d'radio edit
C'est pour toi le MC qui m'kiffe ap
Parce que j'viens pas d'ton quartier, mais mec j'm'en tape
T'façons tu rappes comme un anus tellement tu fais bander les dep'
Aucun argument, tu dis qu'c'est naze Disiz la Peste
Mais j'ai pas b'soin d'toi, sache que j'me fuck tout seul
Hey yo, ""Fuck Disiz"" prochain morceau d'l'album
Bref c'est pour toi, j'suis sûr qu't'as toujours faim
C'est d'la bête de bombe 2, ça c'est l'nouveau refrain
",0,
2005,Bête de bombe 3 (Ft. Joey Starr),Disiz,"
Un-deux, un-deux, nous allons commencer
Si t'as un poste dans ta caisse, je te prie de l'augmenter
Ma voix est claire, on m'entend bien
Disiz, comme d'hab', ça va faire mal, j'vous préviens
Vas-y, jette tes CD, c'est la merde, ils ont merdé
Le hip-hop vient de m'envoyer un ""Mayday Mayday""
""Disiz, viens nous aider pour la cause, il faut plaider""
...
J'viens faire jumper les caisses de la Jeep à la Clio
Bouger des têtes dans les clubs, à la radio
Brûler ton style, en vidéo ou en audio
Parles-en  si tu me veux pour un duo
Barclay est content, j'suis trop rapide dans un studio
Inspire-toi de moi  je suis studieux
Prends un Polaroid
J'suis un des seuls qui hip-hop, c'est un acte héroïque
Malheureusement, pour les MC, c'est un acte terroriste
Moi, je gagne des émeraudes, toi des hémorroïdes
Mon flow est ultra magnétique
Quand je monte sur scène, dis-moi : ""Bon appétit""
Je n'suis plus un petit
Viens pas me teste et tout péter
Je dis comme ça 'viens' mais tu fais trop pitié
C'est comme une sentence, c'est relou quand ça tombe
J'fais d'la bête de bombe
",1,['Joey Starr']
2009,Bête de Bombe 4,Disiz,"
Je lâche un tube quand je veux
, 
j'ai qu'à claquer des doigts , j'ai qu'à claquer des doigts, j'ai qu'à claquer des doigts
J'ai qu'à claquer des doigts
Pour moi c'est facile, j'ai que l'embarras du choix
Faire un son qui engraine et qui fait pleuvoir des droites
Ou un son qui t'emmène et qui fait tomber des droits
Et c'est comme un hold-up, je veux que tout le monde lève les bras
C'est l'inspecteur Disiz, maintenant je suis monté en grade
Dans le rap y a plus d'oseille, négro faut mettre les voiles
Si tu veux vendre des 
sceuds
, prépare-toi à te foutre à poil
Ou bien faire des 'Woh ouh ohhhhh c'est dur dans le ghetto!!!'
Finis les petites combines
La vie est bien trop rude pour chanter des petites comptines
Tu veux savoir si je suis bon, demande à ta petite copine
Depuis tout à l'heure, me fait des clins d’œil, dans ton dos, la petite coquine
C'est D.I.S.I.Z.Z, toujours pour le bled, bled
Coupable je plaide, plaide
Ouais j'avoue j'ai dead, dead
Le game est devenu trop faible, c'est Disiz the end, end
Comme Zinedine Zidane, Dan, je pars sur un coup de tête, tête

CA FAIT BRRRRRRR J'TAI KEN, AH AH J'TAI KEN
FAIT FAIT FAIT BELEK, FAIT FAIT BELEK
C'EST DE LA BÊTE DE BOMBE 4 (x2)

Sache qu'au mic je tue sans mobile
Vos flows se ressemblent tous, comme les Playmobil
Des rimes de merde et des clips débiles
C'est Disiz The End et je kill
Je fais des tubes quand je veux, mais j'aime pas quand c'est trop facile
Je connais pas les règle du jeu, je les ai créé:( tchiiip ) 'Imbécile!'
MC trop subtil, on peut dire trop sublime
Je dis que j'arrête et les Mc me supplient
À croire que j'ai un boule et des eins et une chatte
Dès que j'arrive, tous les Mc me regardent
Tout d'un coup je me sens bête
Je me dis que peut-être, ouais ça doit être ça
Je savais pas que vous étiez dèpes
Dans mon dos y a trop de balles, on dirait une fusillade
Tes oreilles c'est comme une boîte, je rentre pas, je défouraille
On se barre à plusieurs, moi et mon égo
Le rap une touze-par, ça s’emboîte comme des Lego
 x2
CA FAIT BRRRRRRR J'TAI KEN, AH AH J'TAI KEN
FAIT FAIT FAIT BELEK, FAIT FAIT BELEK
C'EST DE LA BÊTE DE BOMBE 4 (x2)
",0,
2012,Bête de bombe 5,Disiz,"
Bête de bombe 5 chichi chiki chiki bra
Huh j'suis si hard mon flow c'est de l'art
Un rap de noir sur l'instru d'un arabe
Mon rap bombarde maintenant j'ai une barbe
Ca va encore jacter et je vais me taper des barres
Michael Jordan je reviens et je gagne
C'est bête de bombe 5 mieux que bête de bombe 4
Michael who's bad ?
Tu donnes ta langue aux chattes
C'est Disiz en plus fort en plus barge I'm back !

Bête de bombe 5 (x5)

Oh non encore pas fait exprès un flow hors norme en voici un extrait
Il est en or en vrai pas en plaqué
Le leur est leucémique ton flow manque de plaquettes
Putain ça sent le sapin tu vas te faire enguirlander
Mon flow est un touriste le tien un petit thaïlandais
MC t'as pris des risques fallait pas demander
Maintenant t'es comme un pneu tu vas te faire démonter
Tu fais un tube quand tu veux t'as qu'à claquer des fesses
Ouais t'y arrives presque mais t'es pas Disiz La peste
Rapper super bien c'est la marque de ma tess
Chez nous ça dégomme et ça personne le conteste
Un nouvel album donc un nouveau bête de bombe
Le rap a bien besoin d'un petit coup de Baygon
Car le game c'est ma cuisine et y'a trop de cafards
Je les attrape un par un et je les fait griller sur ma plaque
Indépendamment du fait que je te dead je te pète
Tu es faibles tu me checkes c'est trop tard le mal est fait
En considérant que si le game est devenu faible
C'est que trop de mecs se disent frais se croient prêt mais sont tout pétés
Accessoirement je serai jamais nul jamais ridicule
À jamais je tue je kicke je kill en toute impunité
Et décidément j'ai plus le temps j'ai d'autres beats à kicker
Comme on dit au bled c'est trop gâté ici il faut quitter
",0,
